Date,Event-Code,Total-Rounds,Fighter_1,Fighter_2,F1_W,Decision - Split,F1_Knockdowns,F1_Significant-Strike-Land,F1_Significant-Strike-Attempt,F1_Total-Strikes-Land,F1_Total-Strikes-Attempt,F1_Takedown-Success,F1_Takedown-Land,F1_Control-Time-Sec,F2_Date,F2_W,F2_Knockdowns,F2_Significant-Strike-Land,F2_Significant-Strike-Attempt,F2_Total-Strikes-Land,F2_Total-Strikes-Attempt,F2_Takedown-Success,F2_Takedown-Land,F2_Control-Time-Sec,Knockdowns_Diff,Significant-Strike-Land_Diff,Significant-Strike-Attempt_Diff,Total-Strikes-Land_Diff,Total-Strikes-Attempt_Diff,Takedown-Success_Diff,Takedown-Land_Diff,Control-Time-Sec_Diff,Fight_ID,Judge-1-Name,Judge-1-Score,Judge-2-Name,Judge-2-Score,Judge-3-Name,Judge-3-Score,F1_media_votes,F2_media_votes,media_votes_draw,media_votes_count,media_votes_correct
2015-01-31,43563a32c3f10e95,3,Ildemar Alcantara,Richardson Moreira,1,1,0,21,75,31,86,0,1,61,2015-01-31 00:00:00,0,0,15,59,31,76,0,6,158,0,6,16,0,10,0,-5,-97,5936,Lester Griffin,29-28,Junichiro Kamijo,28-29,Tony Weeks,29-28,14,0,0,14,True
2015-02-22,0577808d22dfe79c,3,Adriano Martins,Rustam Khabilov,1,1,0,12,38,17,44,3,4,118,2015-02-22 00:00:00,0,0,18,80,19,81,0,4,7,0,-6,-42,-2,-37,3,0,111,5992,Marco Aurelio Borges,29-28,Guilherme Bravo,29-28,Marcos Rosales,28-29,9,2,2,13,True
2015-02-28,ad4e9055bf8cd04d,3,Alex Torres,Masio Fullen,0,1,0,37,99,40,102,2,9,195,2015-02-28 00:00:00,1,0,41,134,61,158,1,2,98,0,4,35,21,56,-1,-7,-97,6007,Ron McCarthy,29-28,Marcos Rosales,29-28,Wade Vierra,28-29,1,11,0,12,True
2015-02-28,ad4e9055bf8cd04d,3,James Krause,Valmir Lazaro,0,1,0,87,209,98,221,0,10,102,2015-02-28 00:00:00,1,0,87,254,87,254,0,0,24,0,0,45,-11,33,0,-10,-78,6008,Michael Bell,28-29,Marcos Rosales,29-28,Wade Vierra,29-28,4,8,1,13,True
2015-02-28,ad4e9055bf8cd04d,3,Holly Holm,Raquel Pennington,1,1,0,44,210,48,214,0,0,3,2015-02-28 00:00:00,0,0,40,139,51,150,0,5,15,0,4,71,-3,64,0,-5,-12,6016,Derek Cleary,28-29,Ron McCarthy,30-27,Wade Vierra,29-28,16,1,0,17,True
2015-04-04,16d09e800ad7ec79,3,Al Iaquinta,Jorge Masvidal,1,1,0,55,153,55,153,0,9,7,2015-04-04 00:00:00,0,0,83,170,86,173,0,0,25,0,-28,-17,-31,-20,0,9,-18,6071,Douglas Crosby,27-30,Dave Tirelli,29-28,Cardo Urso,29-28,2,12,0,14,True
2015-04-18,bc7cf284c1c2f16e,3,Chris Dempsey,Eddie Gordon,1,1,0,44,138,65,162,3,12,197,2015-04-18 00:00:00,0,0,37,140,48,154,3,3,249,0,7,-2,17,8,0,9,-52,6107,Michelle Agustin,29-28,Michael Depasquale Jr.,28-29,Cardo Urso,29-28,3,13,0,16,True
2015-05-09,8a1b4330c7957961,3,Jonavin Webb,Kyle Noke,0,1,1,23,67,33,80,2,8,180,2015-05-09 00:00:00,1,0,31,82,44,98,0,0,125,-1,8,15,11,18,-2,-8,-55,6153,Barry Foley,29-28,Charlie Keech,29-28,Christopher Shen,27-30,9,2,0,11,True
2015-05-16,b1605ea39fba6af6,3,Phillipe Nover,Yui Chul Nam,1,1,0,12,24,54,74,6,12,380,2015-05-16 00:00:00,0,0,29,60,56,92,2,3,394,0,-17,-36,-2,-18,4,9,-14,6179,Mark Craig,29-28,Barry Foley,28-29,Kon Papaioannou,29-28,1,11,0,12,True
2015-05-16,b1605ea39fba6af6,3,Nolan Ticman,Yao Zhikui,0,1,0,52,109,52,109,0,5,98,2015-05-16 00:00:00,1,0,9,108,12,112,1,6,39,0,-43,-1,-40,3,1,1,-59,6168,Evan Field,29-28,Barry Foley,28-29,Christopher Shen,29-28,8,1,1,10,True
2015-05-16,b1605ea39fba6af6,3,Levan Makashvili,Mark Eddiva,1,1,0,27,57,63,98,7,13,348,2015-05-16 00:00:00,0,0,32,77,36,82,0,4,27,0,-5,-20,27,16,7,9,321,6178,Evan Field,29-28,Kon Papaioannou,28-29,Christopher Shen,30-27,12,0,0,12,True
2015-05-23,4f7e290e71d60f87,3,Rafael Natal,Uriah Hall,1,1,0,45,103,63,125,1,11,175,2015-05-23 00:00:00,0,0,43,74,47,78,1,3,52,0,2,29,16,47,0,8,123,6188,Sal D'Amato,29-28,Junichiro Kamijo,29-28,Patricia Morse Jarman,28-29,5,8,1,14,True
2015-05-30,aae0897825336b1a,3,Elizeu Zaleski Dos Santos,Nicolas Dalby,0,1,0,57,131,61,135,0,2,36,2015-05-30 00:00:00,1,0,41,139,50,150,6,10,254,0,-16,8,-11,15,6,8,218,6208,Guilherme Bravo,29-28,Felipe Frank,29-28,Rick Winter,28-29,6,8,0,14,True
2015-06-06,06dc1a58663579d2,3,Jake Collier,Ricardo Abreu,1,1,0,67,211,84,232,0,0,14,2015-06-06 00:00:00,0,0,47,151,69,174,3,7,186,0,20,60,15,58,-3,-7,-172,6229,Myron Gaudet,29-28,Robbie Scheuermann,29-28,Cardo Urso,28-29,5,6,0,11,True
2015-06-13,a58114c6dd0add64,3,Charles Rosa,Yair Rodriguez,0,1,0,39,79,67,117,5,14,528,2015-06-13 00:00:00,1,0,56,100,97,149,1,1,36,0,17,21,30,32,-4,-13,-492,6247,Derek Cleary,29-28,Chris Lee,29-28,Glenn Trowbridge,28-29,0,15,1,16,True
2015-06-13,a58114c6dd0add64,3,Eddie Alvarez,Gilbert Melendez,1,1,0,31,64,43,79,3,11,227,2015-06-13 00:00:00,0,0,37,129,93,187,0,1,0,0,-6,-65,-50,-108,3,10,227,6249,Derek Cleary,29-28,Sal D'Amato,29-28,Chris Lee,28-29,16,0,0,16,True
2015-06-27,86e388ed20761ad9,3,Hacran Dias,Levan Makashvili,1,1,0,17,33,30,49,3,10,202,2015-06-27 00:00:00,0,0,37,65,66,96,2,8,346,0,-20,-32,-36,-47,1,2,-144,6292,Richard Bertrand,29-28,Hector Gomez,29-28,Eliseo Rodriguez,28-29,11,2,0,13,True
2015-07-11,3be081c29bf734d9,3,Cathal Pendred,John Howard,0,1,0,45,87,62,104,0,2,45,2015-07-11 00:00:00,1,0,48,88,78,119,0,1,95,0,3,1,16,15,0,-1,50,6300,Adalaide Byrd,29-28,Marcos Rosales,29-28,Tony Weeks,28-29,0,11,0,11,True
2015-07-15,36877f0e62b25b96,3,Masanori Kanehara,Rani Yahya,0,1,0,24,44,136,157,0,0,282,2015-07-15 00:00:00,1,0,24,68,26,70,4,11,319,0,0,24,-110,-87,4,11,37,6322,Michael Bell,29-28,Mike Beltran,29-28,Mark Smith,28-29,7,6,1,14,True
2015-07-18,ef7fa30364cbe7f2,5,Michael Bisping,Thales Leites,1,1,0,115,277,117,281,0,0,35,2015-07-18 00:00:00,0,0,79,194,80,197,1,4,58,0,36,83,37,84,-1,-4,-23,6355,Mark Collett,49-46,Howard Hughes,48-47,Paul Sutherland,47-48,15,2,0,17,True
2015-07-25,0c3838c8f7c620c2,3,Andrew Holbrook,Ramsey Nijem,1,1,0,20,39,73,99,0,3,203,2015-07-25 00:00:00,0,0,29,63,76,120,6,6,518,0,-9,-24,-3,-21,-6,-3,-315,6358,Kelvin Caldwell,29-28,Brian Puccillo,28-29,Rick Winter,29-28,0,15,0,15,True
2015-07-25,0c3838c8f7c620c2,3,Ben Saunders,Kenny Robertson,1,1,0,98,204,172,284,0,0,0,2015-07-25 00:00:00,0,1,91,186,98,195,2,3,379,-1,7,18,74,89,-2,-3,-379,6367,Kelvin Caldwell,29-28,Sal D'Amato,28-29,Rick Winter,29-28,7,6,2,15,True
2015-07-25,0c3838c8f7c620c2,3,Danny Castillo,Jim Miller,0,1,0,35,103,51,120,0,6,140,2015-07-25 00:00:00,1,0,45,110,61,127,2,3,130,0,10,7,10,7,2,-3,-10,6361,Sal D'Amato,28-29,Brian Puccillo,29-28,Rick Winter,30-27,6,8,0,14,True
2015-08-08,b71667c778b6d9e5,3,Beneil Dariush,Michael Johnson,1,1,0,75,201,75,201,0,7,0,2015-08-08 00:00:00,0,0,84,222,85,223,0,0,0,0,-9,-21,-10,-22,0,7,0,6402,Richard Bertrand,29-28,Douglas Crosby,29-28,Sal D'Amato,28-29,0,12,0,12,True
2015-08-08,b71667c778b6d9e5,3,Frankie Saenz,Sirwan Kakai,1,1,0,80,183,91,195,1,6,161,2015-08-08 00:00:00,0,0,55,113,62,121,3,9,115,0,25,70,29,74,-2,-3,46,6394,Richard Bertrand,30-27,Derek Cleary,28-29,Chris Lee,30-27,10,0,1,11,True
2015-08-23,2ce6541127b0e232,3,Chris Beal,Chris Kelades,0,1,0,47,113,83,149,2,4,347,2015-08-23 00:00:00,1,0,50,109,90,165,1,9,160,0,3,-4,7,16,-1,5,-187,6405,Sal D'Amato,29-28,Dr. Greg Jackson,29-28,David Therien,27-30,10,3,0,13,True
2015-09-05,82f5c81f4e3c3eb5,3,Paul Felder,Ross Pearson,0,1,0,60,151,72,163,0,0,117,2015-09-05 00:00:00,1,0,62,116,86,140,1,1,183,0,2,-35,14,-23,1,1,66,6433,Adalaide Byrd,30-27,Derek Cleary,29-28,Cardo Urso,28-29,2,12,0,14,True
2015-09-05,82f5c81f4e3c3eb5,3,Joaquim Silva,Nazareno Malegarie,1,1,0,49,162,49,162,0,0,9,2015-09-05 00:00:00,0,0,58,166,68,178,1,3,48,0,-9,-4,-19,-16,-1,-3,-39,6428,Adalaide Byrd,30-27,Marcos Rosales,30-27,Cardo Urso,28-29,5,9,0,14,True
2015-10-03,119ebea97e914dcf,5,Alexander Gustafsson,Daniel Cormier,0,1,1,120,254,130,264,1,7,58,2015-10-03 00:00:00,1,0,140,283,219,364,1,5,210,-1,20,29,89,100,0,-2,152,6500,Derek Cleary,47-48,Sal D'Amato,48-47,Kerry Hatley,49-46,1,14,1,16,True
2015-10-24,f3155a94ca420126,3,Krzysztof Jotko,Scott Askham,1,1,0,38,101,107,176,2,3,245,2015-10-24 00:00:00,0,0,22,67,38,83,0,1,142,0,16,34,69,93,2,2,103,6528,Andy Haigh,29-28,Paul Sutherland,28-29,Dean Weir,29-28,5,6,2,13,True
2015-11-07,5345f86680378fc1,3,Jimmie Rivera,Pedro Munhoz,1,1,0,96,233,98,235,0,3,9,2015-11-07 00:00:00,0,0,66,183,67,184,0,7,9,0,30,50,31,51,0,-4,0,6559,Marco Aurelio Borges,29-28,Derek Cleary,28-29,Alessandro Vieira,29-28,11,0,0,11,True
2015-11-21,243b07fc65ccbb16,3,Enrique Marin,Erick Montano,0,1,0,27,94,33,102,1,3,208,2015-11-21 00:00:00,1,0,49,116,59,126,2,3,162,0,22,22,26,24,1,0,-46,6620,Eric Colón,28-29,Roy Silbert,29-28,Cardo Urso,29-28,5,4,1,10,True
2015-11-21,243b07fc65ccbb16,3,Henry Cejudo,Jussier Formiga,1,1,0,43,110,71,140,2,3,76,2015-11-21 00:00:00,0,0,25,87,39,102,0,3,0,0,18,23,32,38,2,0,76,6621,Derek Cleary,30-27,Eric Colón,30-27,Roy Silbert,28-29,13,0,0,13,True
2015-11-21,243b07fc65ccbb16,3,Michel Prazeres,Valmir Lazaro,1,1,0,20,53,27,60,1,14,121,2015-11-21 00:00:00,0,0,41,102,60,123,0,0,209,0,-21,-49,-33,-63,1,14,-88,6611,Marcos Rosales,29-28,Roy Silbert,28-29,Cardo Urso,29-28,0,10,0,10,True
2015-11-21,243b07fc65ccbb16,5,Kelvin Gastelum,Neil Magny,0,1,2,54,134,86,167,2,3,435,2015-11-21 00:00:00,1,0,54,145,81,174,6,14,334,-2,0,11,-5,7,4,11,-101,6623,Eric Colón,48-47,Marcos Rosales,48-47,Cardo Urso,47-48,1,4,10,15,True
2015-11-28,4d636c3aa1105950,3,Mike De La Torre,Yui Chul Nam,1,1,0,47,95,107,161,0,2,237,2015-11-28 00:00:00,0,0,53,120,97,167,1,21,307,0,-6,-25,10,-6,-1,-19,-70,6630,Evan Field,29-28,Barry Foley,28-29,Charlie Keech,29-28,8,1,0,9,True
2015-11-28,4d636c3aa1105950,3,Leo Kuntz,Tae Hyun Bang,0,1,0,31,91,74,137,3,12,384,2015-11-28 00:00:00,1,1,54,109,68,124,1,1,25,1,23,18,-6,-13,-2,-11,-359,6629,Mark Craig,28-29,Garth Harriman,29-28,Charlie Keech,29-28,0,10,0,10,True
2015-11-28,4d636c3aa1105950,3,Alberto Mina,Yoshihiro Akiyama,1,1,1,69,153,84,180,2,15,37,2015-11-28 00:00:00,0,0,78,142,92,163,0,1,83,1,-9,11,-8,17,2,14,-46,6633,Mark Craig,28-29,Evan Field,29-28,Barry Foley,29-28,7,3,4,14,True
2015-11-28,4d636c3aa1105950,3,Guangyou Ning,Marco Beltran,0,1,0,23,61,67,111,0,2,229,2015-11-28 00:00:00,1,0,30,90,44,108,1,1,2,0,7,29,-23,-3,1,-1,-227,6626,Mark Craig,28-29,Evan Field,29-28,Garth Harriman,29-28,2,4,1,7,True
2015-11-28,4d636c3aa1105950,5,Benson Henderson,Jorge Masvidal,1,1,0,86,146,138,201,3,12,412,2015-11-28 00:00:00,0,0,77,156,217,309,1,5,229,0,9,-10,-79,-108,2,7,183,6635,Mark Craig,47-48,Barry Foley,48-47,Charlie Keech,49-46,11,3,0,14,True
2015-12-10,dd39f1ca787a3d9d,3,Phillipe Nover,Zubaira Tukhugov,0,1,0,20,77,20,78,0,5,21,2015-12-10 00:00:00,1,0,21,83,23,86,1,1,38,0,1,6,3,8,1,-4,17,6661,Adalaide Byrd,28-29,Dave Hagen,30-27,Roy Silbert,30-27,0,12,1,13,True
2015-12-11,20fbff570c678e1c,3,Julian Erosa,Marcin Wrzosek,1,1,0,61,108,107,159,2,3,279,2015-12-11 00:00:00,0,0,52,119,124,204,3,12,279,0,9,-11,-17,-45,-1,-9,0,6676,Derek Cleary,28-29,Sal D'Amato,29-28,Dave Hagen,29-28,5,7,0,12,True
2015-12-12,354808cf38d9d73c,3,John Makdessi,Yancy Medeiros,0,1,0,114,196,114,196,0,0,0,2015-12-12 00:00:00,1,1,80,268,80,268,0,1,14,1,-34,72,-34,72,0,1,14,6683,Sal D'Amato,28-29,Lester Griffin,29-28,Marcos Rosales,29-28,11,3,0,14,True
2015-12-12,354808cf38d9d73c,3,Ronaldo Souza,Yoel Romero,0,1,0,30,52,42,67,1,7,153,2015-12-12 00:00:00,1,1,46,92,56,104,0,1,118,1,16,40,14,37,-1,-6,-35,6691,Lester Griffin,28-29,Glenn Trowbridge,29-27,Tony Weeks,29-28,12,2,3,17,True
2015-12-19,80d918336163b80c,3,Sarah Kaufman,Valentina Shevchenko,0,1,0,27,44,142,172,1,4,291,2015-12-19 00:00:00,1,0,32,44,66,78,4,9,373,0,5,0,-76,-94,3,5,82,6705,Don Balas,29-28,Hector Gomez,29-28,Barry Luxenberg,28-29,0,15,0,15,True
2015-12-19,80d918336163b80c,3,Danny Castillo,Nik Lentz,0,1,0,57,124,60,127,2,6,214,2015-12-19 00:00:00,1,0,59,132,72,148,3,6,94,0,2,8,12,21,1,0,-120,6700,Derek Cleary,29-28,Chris Lee,30-27,Barry Luxenberg,28-29,1,12,0,13,True
2016-01-02,380e8b023290d091,3,Albert Tumenov,Lorenz Larkin,1,1,0,76,194,76,194,0,2,17,2016-01-02 00:00:00,0,0,69,155,69,155,0,2,14,0,7,39,7,39,0,0,3,6725,Adalaide Byrd,28-29,Derek Cleary,29-28,Junichiro Kamijo,29-28,13,5,1,19,True
2016-01-02,380e8b023290d091,5,Carlos Condit,Robbie Lawler,0,1,0,176,495,177,497,0,0,10,2016-01-02 00:00:00,1,1,92,177,93,178,0,0,42,1,-84,-318,-84,-319,0,0,32,6727,Derek Cleary,48-47,Chris Lee,48-47,Tony Weeks,47-48,15,3,2,20,True
2016-01-02,380e8b023290d091,3,Alex Morono,Kyle Noke,1,1,0,43,125,81,166,0,0,66,2016-01-02 00:00:00,0,0,59,134,79,155,1,3,190,0,-16,-9,2,11,-1,-3,-124,6721,Sal D'Amato,29-28,Chris Lee,29-28,Patricia Morse Jarman,27-30,1,16,0,17,True
2016-01-02,380e8b023290d091,3,Joe Soto,Michinori Tanaka,0,1,0,71,111,98,138,1,3,14,2016-01-02 00:00:00,1,0,57,190,68,202,3,6,306,0,-14,79,-30,64,2,3,292,6717,Adalaide Byrd,28-29,Chris Lee,29-28,Tony Weeks,29-28,11,6,1,18,True
2016-01-17,c6becb722706c7d8,3,Anthony Pettis,Eddie Alvarez,0,1,0,56,109,109,164,0,0,0,2016-01-17 00:00:00,1,0,42,90,74,129,6,15,458,0,-14,-19,-35,-35,6,15,458,6739,Douglas Crosby,29-28,Bryan Miner,29-28,Ryan Shea,28-29,9,8,1,18,True
2016-01-17,c6becb722706c7d8,5,Dominick Cruz,Tj Dillashaw,1,1,0,112,302,122,312,4,11,33,2016-01-17 00:00:00,0,0,109,408,130,430,1,8,72,0,3,-106,-8,-118,3,3,-39,6740,Sal D'Amato,46-49,David Ginsberg,48-47,Tony Weeks,49-46,12,10,1,23,True
2016-02-21,d56bb6dff2ae77eb,3,Ashlee Evans-Smith,Marion Reneau,1,1,0,55,213,57,216,1,2,49,2016-02-21 00:00:00,0,0,53,140,55,142,1,1,11,0,2,73,2,74,0,1,38,6810,Andrew Adkins,30-27,John Lapcevic,29-28,Phil Rogers,28-29,1,16,0,17,True
2016-02-27,39c568f8c579913e,3,Brad Pickett,Francisco Rivera,1,1,0,39,137,64,163,3,5,199,2016-02-27 00:00:00,0,0,69,165,69,165,2,2,21,0,-30,-28,-5,-2,1,3,178,6841,Ben Cartlidge,29-28,Maciej Motylewski,28-29,Paul Sutherland,29-28,4,19,1,24,True
2016-03-19,e60201cfab7d656d,3,Chad Laprise,Ross Pearson,0,1,0,78,214,78,214,0,0,1,2016-03-19 00:00:00,1,0,52,155,52,156,0,1,0,0,-26,-59,-26,-58,0,1,-1,6884,Barry Foley,29-28,Kon Papaioannou,30-27,Albert Shen,28-30,5,9,2,16,True
2016-04-10,4887e5bc4dbb73ff,3,Lucas Martins,Robert Whiteford,1,1,0,30,87,31,88,0,0,0,2016-04-10 00:00:00,0,0,45,99,90,158,1,4,96,0,-15,-12,-59,-70,-1,-4,-96,6906,Jadranko Cacic,29-28,Ben Cartlidge,28-29,Andreas Gruner,30-27,13,0,0,13,True
2016-04-16,e7e970d508529bf3,3,Bethe Correia,Raquel Pennington,0,1,0,66,171,99,209,0,1,125,2016-04-16 00:00:00,1,0,75,130,84,139,0,4,63,0,9,-41,-15,-70,0,3,-62,6935,Sal D'Amato,29-28,Richard Davis,28-29,Chris Lee,29-28,5,13,0,18,True
2016-05-08,a314687f372b2cec,3,Jon Tuck,Josh Emmett,0,1,0,53,180,54,181,0,1,7,2016-05-08 00:00:00,1,0,54,152,54,153,0,2,1,0,1,-28,0,-28,0,1,-6,6966,Ben Cartlidge,29-28,Andreas Gruner,28-29,Maciej Motylewski,29-28,0,12,1,13,True
2016-05-14,a4bf17bd3ba3423b,3,Corey Anderson,Mauricio Rua,0,1,0,55,138,106,196,4,8,340,2016-05-14 00:00:00,1,2,48,101,66,119,0,0,13,2,-7,-37,-40,-77,-4,-8,-327,6992,Hallison Pontes,28-29,Joseph Terrell,29-28,Otto Torriero,29-28,17,2,2,21,True
2016-05-14,a4bf17bd3ba3423b,3,Renato Moicano,Zubaira Tukhugov,1,1,0,44,129,52,137,0,0,5,2016-05-14 00:00:00,0,0,29,112,32,115,3,8,114,0,15,17,20,22,-3,-8,-109,6976,Joseph Terrell,29-28,Glenn Trowbridge,29-28,Alessandro Vieira,28-29,16,0,0,16,True
2016-05-29,990060b2a68a7b82,3,Aljamain Sterling,Bryan Caraway,0,1,0,32,64,56,91,1,3,231,2016-05-29 00:00:00,1,0,9,31,69,96,3,6,395,0,-23,-33,13,5,2,3,164,7022,Adalaide Byrd,28-29,Dave Hagen,29-28,Tony Weeks,29-28,1,11,13,25,True
2016-05-29,990060b2a68a7b82,3,Jorge Masvidal,Lorenz Larkin,0,1,0,48,121,60,133,1,2,165,2016-05-29 00:00:00,1,0,44,122,58,136,1,2,127,0,-4,1,-2,3,0,0,-38,7028,Adalaide Byrd,28-29,Dave Hagen,29-28,Glenn Trowbridge,29-28,2,17,0,19,True
2016-06-04,ff4c3ab594c7fac3,3,Sean Strickland,Tom Breese,1,1,0,73,207,77,211,0,2,18,2016-06-04 00:00:00,0,0,62,153,62,153,0,3,11,0,11,54,15,58,0,-1,7,7036,Michael Bell,28-29,Jeff Mullen,29-28,Wade Vierra,29-28,12,9,1,22,True
2016-06-18,563d051c9e769b24,3,Jason Saggo,Leandro Silva,1,1,0,48,132,75,160,1,2,201,2016-06-18 00:00:00,0,0,47,99,61,115,2,3,73,0,1,33,14,45,-1,-1,128,7077,Douglas Crosby,29-28,Pasquale Procopio,29-28,David Therien,28-29,16,1,0,17,True
2016-07-07,45a2ba3ef82b9700,3,John Makdessi,Mehdi Baghdad,1,1,0,84,152,110,182,0,1,105,2016-07-07 00:00:00,0,1,60,193,64,197,0,1,7,-1,24,-41,46,-15,0,0,98,7111,Sal D'Amato,28-29,Junichiro Kamijo,29-28,Tony Weeks,29-28,2,8,2,12,True
2016-07-07,45a2ba3ef82b9700,3,Derrick Lewis,Roy Nelson,1,1,0,37,73,39,75,0,0,2,2016-07-07 00:00:00,0,0,4,19,66,89,7,10,581,0,33,54,-27,-14,-7,-10,-579,7115,Adalaide Byrd,28-29,Dave Hagen,29-28,Glenn Trowbridge,29-28,12,5,0,17,True
2016-07-07,45a2ba3ef82b9700,3,Anthony Birchak,Dileno Lopes,1,1,0,41,112,101,175,0,0,140,2016-07-07 00:00:00,0,0,25,87,35,98,2,12,310,0,16,25,66,77,-2,-12,-170,7110,Derek Cleary,29-28,Lester Griffin,27-30,Patricia Morse Jarman,29-28,12,1,1,14,True
2016-07-08,cd42bbe8887bba90,3,John Moraga,Matheus Nicolau,0,1,0,31,113,33,115,0,2,0,2016-07-08 00:00:00,1,0,41,85,53,98,0,1,43,0,10,-28,20,-17,0,-1,43,7129,Lester Griffin,29-28,Chris Lee,29-28,Jeff Mullen,28-29,0,17,1,18,True
2016-07-23,8a028648f3f0761d,3,Jason Knight,Jim Alers,1,1,0,76,225,95,245,1,2,46,2016-07-23 00:00:00,0,0,41,100,49,110,4,10,202,0,35,125,46,135,-3,-8,-156,7181,Matt Janecek,29-28,Gabriel Sabaitis,29-28,Rick Winter,28-29,15,0,0,15,True
2016-07-30,72cbe507644a587c,3,Fredy Serrano,Ryan Benoit,0,1,0,22,60,67,116,5,14,299,2016-07-30 00:00:00,1,1,31,58,45,76,0,1,85,1,9,-2,-22,-40,-5,-13,-214,7213,Ken Coffey,29-28,James Corbett,29-28,Chris Lee,28-29,6,16,0,22,True
2016-07-30,72cbe507644a587c,3,Karolina Kowalkiewicz,Rose Namajunas,1,1,0,84,242,128,293,0,0,138,2016-07-30 00:00:00,0,0,70,145,74,149,2,6,146,0,14,97,54,144,-2,-6,-8,7219,Ken Coffey,29-28,Chris Lee,28-29,Jeff Mullen,29-28,23,1,0,24,True
2016-08-06,232c582f29f8f65e,3,Danielle Taylor,Maryna Moroz,0,1,0,17,102,17,102,1,1,1,2016-08-06 00:00:00,1,0,17,251,17,251,0,0,0,0,0,149,0,149,-1,-1,-1,7227,Derek Cleary,29-28,Dan Furse,28-29,Rich Montanez,30-27,2,13,1,16,True
2016-08-06,232c582f29f8f65e,5,Alex Caceres,Yair Rodriguez,0,1,0,62,196,65,202,1,1,99,2016-08-06 00:00:00,1,0,120,338,124,343,1,2,31,0,58,142,59,141,0,1,-68,7232,Derek Cleary,46-49,Glenn Trowbridge,48-47,Tony Weeks,48-47,0,19,0,19,True
2016-08-27,cfbccfed4e4796fe,3,Enrique Barzola,Kyle Bochniak,0,1,0,55,165,56,168,1,9,18,2016-08-27 00:00:00,1,0,41,141,41,142,1,3,27,0,-14,-24,-15,-26,0,-6,9,7259,John Cooper,29-28,Dave Hagen,29-28,David Therien,27-30,14,0,0,14,True
2016-08-27,cfbccfed4e4796fe,3,Alessio Di Chirico,Garreth Mclellan,1,1,1,61,136,114,198,2,6,186,2016-08-27 00:00:00,0,0,57,139,88,179,2,8,223,1,4,-3,26,19,0,-2,-37,7258,John Cooper,29-28,David Therien,29-28,Tony Weeks,28-29,16,0,0,16,True
2016-08-27,cfbccfed4e4796fe,3,Jim Miller,Joe Lauzon,1,1,0,80,166,97,185,0,3,8,2016-08-27 00:00:00,0,0,54,136,92,177,3,4,372,0,26,30,5,8,-3,-1,-364,7261,Dave Hagen,28-29,David Therien,29-28,Tony Weeks,29-28,2,24,0,26,True
2016-09-03,2b4faacc16d66898,3,Jessin Ayari,Jim Wallhead,1,1,0,70,172,72,174,0,3,11,2016-09-03 00:00:00,0,1,47,135,53,142,0,0,34,-1,23,37,19,32,0,3,-23,7271,Ben Cartlidge,28-29,Takeo Kobayashi,29-28,Paul Sutherland,30-27,4,8,1,13,True
2016-09-10,2dc7f1762dc0a7ef,3,Brad Tavares,Caio Magalhaes,1,1,0,46,100,58,112,0,0,119,2016-09-10 00:00:00,0,0,26,81,39,95,1,7,167,0,20,19,19,17,-1,-7,-48,7280,Derek Cleary,30-27,Eric Colon,29-28,Rick Winter,28-29,16,1,0,17,True
2016-09-10,2dc7f1762dc0a7ef,3,Bethe Correia,Jessica Eye,1,1,0,49,150,69,170,0,3,60,2016-09-10 00:00:00,0,0,52,199,63,210,0,0,3,0,-3,-49,6,-40,0,3,57,7282,Derek Cleary,29-28,Eric Colon,29-28,Sal D'Amato,28-29,6,12,0,18,True
2016-09-17,d6455cb4bee503ce,3,Kenny Robertson,Roan Carneiro,0,1,0,28,134,45,153,0,0,192,2016-09-17 00:00:00,1,0,33,70,43,80,2,6,157,0,5,-64,-2,-73,2,6,-35,7311,Guadalupe Chapa,28-29,Hector Maldonado,30-27,Marcos Rosales,29-28,5,7,1,13,True
2016-10-01,a196332ee4aa8a82,3,Kelly Faszholz,Ketlen Vieira,0,1,0,44,104,113,178,0,1,45,2016-10-01 00:00:00,1,0,13,57,67,120,4,6,504,0,-31,-47,-46,-58,4,5,459,7343,Rick Campos,29-28,Sal D'Amato,29-28,Jeff Mullen,28-29,0,18,0,18,True
2016-10-01,a196332ee4aa8a82,5,John Dodson,John Lineker,0,1,0,101,191,101,191,0,6,23,2016-10-01 00:00:00,1,0,93,322,94,323,0,0,0,0,-8,131,-7,132,0,-6,-23,7354,Sal D'Amato,48-47,Marcos Rosales,47-48,Glenn Trowbridge,48-47,8,15,0,23,True
2016-10-01,a196332ee4aa8a82,3,Joshua Burkman,Zak Ottow,0,1,0,47,126,50,129,1,4,76,2016-10-01 00:00:00,1,0,65,149,80,165,0,2,9,0,18,23,30,36,-1,-2,-67,7352,Sal D'Amato,29-28,Jeff Mullen,29-28,Glenn Trowbridge,28-29,0,18,0,18,True
2016-10-01,a196332ee4aa8a82,3,Shamil Abdurakhimov,Walt Harris,1,1,0,47,128,52,135,1,8,44,2016-10-01 00:00:00,0,0,33,98,36,101,0,0,29,0,14,30,16,34,1,8,15,7348,Sal D'Amato,29-28,Dave Hagen,29-28,Marcos Rosales,28-29,11,5,2,18,True
