Date,Event-Code,Total-Rounds,Fighter_1,Fighter_2,F1_W,Decision - Split,Judge-1-Name,F1_Judge-1-Score,Judge-2-Name,F1_Judge-2-Score,Judge-3-Name,F1_Judge-3-Score,F1_Knockdowns,F1_Significant-Strike-Land,F1_Significant-Strike-Attempt,F1_Total-Strikes-Land,F1_Total-Strikes-Attempt,F1_Takedown-Success,F1_Takedown-Land,F1_Control-Time-Sec,F2_Date,F2_W,F2_Judge-1-Score,F2_Judge-2-Score,F2_Judge-3-Score,F2_Knockdowns,F2_Significant-Strike-Land,F2_Significant-Strike-Attempt,F2_Total-Strikes-Land,F2_Total-Strikes-Attempt,F2_Takedown-Success,F2_Takedown-Land,F2_Control-Time-Sec,Knockdowns_Diff,Significant-Strike-Land_Diff,Significant-Strike-Attempt_Diff,Total-Strikes-Land_Diff,Total-Strikes-Attempt_Diff,Takedown-Success_Diff,Takedown-Land_Diff,Control-Time-Sec_Diff
2019-05-04,351264d11286d09a,3,Cub Swanson,Shane Burgos,0,1,Eric Colon,30 - 27,David Therien,27 - 30,Declan Woods,28 - 29,0,129,256,132,260,0,2,97,2019-05-04 00:00:00,1,27 - 30,30 - 27,29 - 28,0,134,268,147,282,0,0,0,0,5,12,15,22,0,-2,-97
2019-07-06,6c9383ffab2725a5,5,Jon Jones,Thiago Santos,1,1,Michael Bell,47 - 48,Derek Cleary,48 - 47,Junichiro Kamijo,47 - 48,0,59,90,59,90,0,1,0,2019-07-06 00:00:00,0,48 - 47,47 - 48,48 - 47,0,43,166,43,166,0,0,0,0,16,-76,16,-76,0,1,0
2019-07-13,2f8f3c69522db931,3,Karl Roberson,Wellington Turman,1,1,Michael Bell,28 - 29,Derek Cleary,29 - 28,Wade Vierra,29 - 28,0,50,80,79,113,0,0,347,2019-07-13 00:00:00,0,29 - 28,28 - 29,28 - 29,0,25,51,38,67,4,7,413,0,25,29,41,46,-4,-7,-66
2019-07-20,9e0f28d1f639ad73,3,Domingo Pilarte,Felipe Colares,0,1,Jennie Cardenas,29 - 28,Gino Garcia,28 - 29,Marcelo Vilhena,29 - 28,0,11,21,69,89,2,5,370,2019-07-20 00:00:00,1,28 - 29,29 - 28,28 - 29,0,23,42,92,132,2,8,398,0,12,21,23,43,0,3,28
2019-07-20,9e0f28d1f639ad73,3,Irene Aldana,Raquel Pennington,0,1,Ruben Carrion,29 - 28,Perry Hillin,28 - 29,Marcos Rosales,28 - 29,0,52,184,75,208,0,0,2,2019-07-20 00:00:00,1,28 - 29,29 - 28,29 - 28,0,47,137,86,181,1,6,328,0,-5,-47,11,-27,1,6,326
2019-07-27,abcf7e55a0a9ed89,3,Krzysztof Jotko,Marc-Andre Barriault,1,1,Derek Cleary,28 - 29,Kevin Dornan,28 - 29,Dave Hagen,29 - 28,0,40,117,98,181,1,7,289,2019-07-27 00:00:00,0,29 - 28,29 - 28,28 - 29,0,39,77,62,102,1,3,136,0,1,40,36,79,0,4,153
2019-08-10,e5d03e4d966126bd,3,Bobby Moffett,Enrique Barzola,0,1,Eric Colon,29 - 28,Phillipe Iorio,27 - 30,Joseph Terrell,28 - 29,0,90,236,98,247,0,1,24,2019-08-10 00:00:00,1,28 - 29,30 - 27,29 - 28,0,83,239,88,244,3,7,39,0,-7,3,-10,-3,3,6,15
2019-08-10,e5d03e4d966126bd,3,Chris Gutierrez,Geraldo de Freitas,1,1,Phillipe Iorio,28 - 29,Joseph Terrell,30 - 27,Tony Weeks,28 - 29,0,48,86,49,87,1,2,176,2019-08-10 00:00:00,0,29 - 28,27 - 30,29 - 28,0,40,112,57,134,2,7,128,0,8,-26,-8,-47,-1,-5,48
2019-08-10,e5d03e4d966126bd,3,Mike Perry,Vicente Luque,0,1,Guilherme Bravo,29 - 28,Eric Colon,28 - 29,Joseph Terrell,28 - 29,0,87,175,116,204,0,2,200,2019-08-10 00:00:00,1,28 - 29,29 - 28,29 - 28,0,84,179,85,180,0,0,0,0,-3,4,-31,-24,0,-2,-200
2019-08-17,70167689d6a01793,3,Brandon Davis,Kyung Ho Kang,0,1,Derek Cleary,29 - 28,Luis Cobian,28 - 29,Ron McCarthy,28 - 29,0,77,187,114,231,1,1,24,2019-08-17 00:00:00,1,28 - 29,29 - 28,29 - 28,1,50,101,120,180,3,6,381,1,-27,-86,6,-51,2,5,357
2019-08-31,2c104b7e59a72629,3,Karol Rosa,Lara Procopio,1,1,Garth Harriman,29 - 28,Howard Hughes,30 - 27,Albert Shen,28 - 29,1,171,351,177,358,0,0,64,2019-08-31 00:00:00,0,28 - 29,27 - 30,29 - 28,0,165,290,169,294,0,5,22,1,6,61,8,64,0,-5,42
2019-08-31,2c104b7e59a72629,3,Inoue Mizuki,Wu Yanan,1,1,Barry Foley,28 - 29,Garth Harriman,28 - 29,Albert Shen,29 - 28,0,93,204,102,214,0,4,36,2019-08-31 00:00:00,0,29 - 28,29 - 28,28 - 29,0,123,270,136,283,0,4,29,0,-30,-66,-34,-69,0,0,7
2019-09-07,a79bfbc01b2264d6,3,Andrea Lee,Joanne Calderwood,0,1,Ben Cartlidge,29 - 28,Pawel Harasim,27 - 30,Maria Makhmutova,28 - 29,0,61,137,104,185,3,5,259,2019-09-07 00:00:00,1,28 - 29,30 - 27,29 - 28,0,101,230,158,293,2,4,133,0,40,93,54,108,-1,-1,-126
2019-09-07,a79bfbc01b2264d6,3,Edson Barboza,Paul Felder,0,1,Howie Booth,27 - 30,David Lethaby,29 - 28,Maria Makhmutova,30 - 27,0,60,114,77,133,1,3,109,2019-09-07 00:00:00,1,30 - 27,28 - 29,27 - 30,0,56,154,75,174,0,2,123,0,-4,40,-2,41,-1,-1,14
2019-09-14,4834ff149dc9542a,3,Antonio Carlos Junior,Uriah Hall,0,1,Michael Bell,28 - 29,Sal D'Amato,29 - 28,David Therien,28 - 29,0,22,69,81,148,3,8,642,2019-09-14 00:00:00,1,29 - 28,28 - 29,29 - 28,1,34,79,41,86,0,0,25,1,12,10,-40,-62,-3,-8,-617
2019-09-14,4834ff149dc9542a,3,Cole Smith,Miles Johns,0,1,Michael Bell,29 - 28,Derek Cleary,28 - 29,Dave Hagen,29 - 28,0,11,57,26,75,1,6,511,2019-09-14 00:00:00,1,28 - 29,29 - 28,28 - 29,0,31,65,63,104,1,2,172,0,20,8,37,29,0,-4,-339
2019-09-14,4834ff149dc9542a,3,Glover Teixeira,Nikita Krylov,1,1,Michael Bell,29 - 28,Sal D'Amato,28 - 29,Dave Hagen,29 - 28,0,43,71,85,119,1,6,262,2019-09-14 00:00:00,0,28 - 29,29 - 28,28 - 29,0,47,95,74,123,2,4,279,0,-4,-24,11,-4,-1,2,-17
2019-09-28,1bf49bf829964144,3,Brandon Davis,Giga Chikadze,0,1,Nicolaj Bulow,29 - 28,Andreas Gruner,28 - 29,Cezary Wojciechowski,29 - 28,0,34,99,36,103,3,7,182,2019-09-28 00:00:00,1,28 - 29,29 - 28,28 - 29,0,59,119,71,133,1,2,71,0,25,20,35,30,-2,-5,-111
2019-10-05,3cf68c1d17f66af7,3,Dhiego Lima,Luke Jumeau,1,1,Garth Harriman,28 - 29,Charlie Keech,29 - 28,Christopher Shen,28 - 29,0,32,105,49,124,2,6,160,2019-10-05 00:00:00,0,29 - 28,28 - 29,29 - 28,0,24,95,24,95,0,0,0,0,8,10,25,29,2,6,160
2019-10-12,0941df56f6ac954b,3,Luis Pena,Matt Frevola,0,1,Chris Lee,29 - 28,Daniel Torres,28 - 29,Tony Weeks,28 - 29,0,51,120,60,129,1,2,65,2019-10-12 00:00:00,1,28 - 29,29 - 28,29 - 28,0,48,110,51,115,4,7,173,0,-3,-10,-9,-14,3,5,108
2019-10-12,0941df56f6ac954b,3,Eryk Anders,Gerald Meerschaert,1,1,Derek Cleary,28 - 29,Michelle Olney,29 - 28,Tony Weeks,29 - 28,0,64,178,64,178,0,0,9,2019-10-12 00:00:00,0,29 - 28,28 - 29,28 - 29,0,72,202,72,202,0,1,0,0,-8,-24,-8,-24,0,-1,9
2019-10-18,3ae10ac4df3df05c,3,Darren Stewart,Deron Winn,1,1,Eric Colon,29 - 28,Nick Mahmood,29 - 28,Dave Tirelli,28 - 29,0,57,119,77,140,1,1,30,2019-10-18 00:00:00,0,28 - 29,28 - 29,29 - 28,0,29,53,66,98,6,15,482,0,28,66,11,42,-5,-14,-452
2019-10-26,df05aa15b2d66f57,3,Ashley Yoder,Randa Markos,0,1,Mark Collett,29 - 28,Evan Field,29 - 28,Howard Hughes,28 - 29,0,44,107,82,148,2,6,337,2019-10-26 00:00:00,1,28 - 29,28 - 29,29 - 28,0,78,140,94,158,0,1,185,0,34,33,12,10,-2,-5,-152
2019-10-26,df05aa15b2d66f57,3,Aleksandra Albu,Loma Lookboonmee,0,1,Mark Collett,30 - 27,Barry Foley,30 - 27,Pawel Harasim,28 - 29,0,65,157,77,171,1,3,122,2019-10-26 00:00:00,1,27 - 30,27 - 30,29 - 28,0,99,151,112,164,1,6,23,0,34,-6,35,-7,0,3,-99
2019-11-02,fd87b1bbfcde9d5e,3,Blagoy Ivanov,Derrick Lewis,0,1,Eric Colon,30 - 27,Chris Lee,28 - 29,Dave Tirelli,29 - 28,0,20,38,61,83,3,6,200,2019-11-02 00:00:00,1,27 - 30,29 - 28,28 - 29,0,31,68,32,69,1,3,127,0,11,30,-29,-14,-2,-3,-73
2019-11-02,fd87b1bbfcde9d5e,3,Hakeem Dawodu,Julio Arce,1,1,Derek Cleary,29 - 28,Eric Colon,29 - 28,Chris Lee,28 - 29,0,55,139,83,170,0,0,219,2019-11-02 00:00:00,0,28 - 29,28 - 29,29 - 28,0,32,124,64,162,1,3,56,0,23,15,19,8,-1,-3,163
2019-11-02,fd87b1bbfcde9d5e,3,Darren Till,Kelvin Gastelum,1,1,Eric Colon,27 - 30,Chris Lee,29 - 28,Dave Tirelli,30 - 27,0,36,67,37,69,1,2,38,2019-11-02 00:00:00,0,30 - 27,28 - 29,27 - 30,0,40,81,50,96,1,4,163,0,-4,-14,-13,-27,0,-2,-125
2019-11-09,8d5daf67983b65ba,3,Davey Grant,Grigory Popov,1,1,Howard Hughes,29 - 28,Lukasz Porebski,28 - 29,Paul Sutherland,29 - 28,0,30,63,34,70,6,9,362,2019-11-09 00:00:00,0,28 - 29,29 - 28,28 - 29,0,35,88,57,111,0,0,58,0,-5,-25,-23,-41,6,9,304
2019-11-09,8d5daf67983b65ba,3,Klidson Abreu,Shamil Gamzatov,0,1,Lukasz Bosacki,29 - 28,Howard Hughes,28 - 29,Paul Sutherland,29 - 28,0,32,78,47,95,1,2,106,2019-11-09 00:00:00,1,28 - 29,29 - 28,28 - 29,0,64,138,82,158,0,1,11,0,32,60,35,63,-1,-1,-95
2019-11-16,81ca2c245b19b3c5,5,Jacare Souza,Jan Blachowicz,0,1,Sal D'Amato,48 - 47,Chris Lee,47 - 48,Hallison Pontes,48 - 47,0,20,48,56,88,0,5,505,2019-11-16 00:00:00,1,47 - 48,48 - 47,47 - 48,0,71,170,105,205,0,0,4,0,51,122,49,117,0,-5,-501
2019-12-14,4565d435005319c0,3,Jose Aldo,Marlon Moraes,0,1,Michael Bell,28 - 29,Eric Colon,28 - 29,Mark Smith,29 - 28,0,58,147,63,152,0,0,0,2019-12-14 00:00:00,1,29 - 28,29 - 28,28 - 29,0,59,137,59,137,1,2,21,0,1,-10,-4,-15,1,2,21
2019-12-21,74fefd43f073cd2f,3,Heili Alateng,Ryan Benoit,1,1,Ben Cartlidge,29 - 28,Anthony Dimitriou,28 - 29,Evan Field,29 - 28,0,47,131,72,160,4,13,200,2019-12-21 00:00:00,0,28 - 29,29 - 28,28 - 29,0,68,128,84,145,0,1,0,0,-21,3,-12,15,4,12,200
2019-12-21,74fefd43f073cd2f,3,Aleksandar Rakic,Volkan Oezdemir,0,1,Mark Collett,28 - 29,Anthony Dimitriou,29 - 28,Evan Field,28 - 29,0,75,147,87,162,1,9,158,2019-12-21 00:00:00,1,29 - 28,28 - 29,29 - 28,0,63,144,118,199,0,0,32,0,-12,-3,31,37,-1,-9,-126
2019-12-21,74fefd43f073cd2f,3,Kyung Ho Kang,Pingyuan Liu,1,1,Ben Cartlidge,29 - 28,Evan Field,28 - 29,Paul Sutherland,30 - 27,0,20,40,108,153,3,7,743,2019-12-21 00:00:00,0,28 - 29,29 - 28,27 - 30,0,25,53,114,149,0,0,17,0,-5,-13,-6,4,3,7,726
2020-01-18,0c1773639c795466,3,JJ Aldrich,Sabina Mazo,0,1,Adalaide Byrd,28 - 29,Junichiro Kamijo,29 - 28,Chris Lee,28 - 29,0,58,144,69,156,0,0,3,2020-01-18 00:00:00,1,29 - 28,28 - 29,29 - 28,0,118,323,121,327,0,0,121,0,60,179,52,171,0,0,118
2020-02-08,b26d3e3746fb4024,3,Andre Ewell,Jonathan Martinez,1,1,Danny De Alejandro,29 - 28,Joshua Ferraro,30 - 27,Joe Soliz,28 - 29,0,80,177,85,184,0,0,2,2020-02-08 00:00:00,0,28 - 29,27 - 30,29 - 28,0,66,142,74,151,0,3,90,0,14,35,11,33,0,-3,-88
2020-02-08,b26d3e3746fb4024,3,Andrea Lee,Lauren Murphy,0,1,Danny De Alejandro,28 - 29,Chris Lee,29 - 28,Patrick Patlan,27 - 30,0,104,267,107,271,0,3,37,2020-02-08 00:00:00,1,29 - 28,28 - 29,30 - 27,0,80,197,107,228,2,4,151,0,-24,-70,0,-43,2,1,114
2020-02-08,b26d3e3746fb4024,3,James Krause,Trevin Giles,0,1,Joshua Ferraro,28 - 29,Patrick Patlan,29 - 28,Joe Soliz,28 - 29,0,44,80,59,98,1,4,232,2020-02-08 00:00:00,1,29 - 28,28 - 29,29 - 28,0,71,148,88,167,0,0,219,0,27,68,29,69,-1,-4,-13
2020-02-08,b26d3e3746fb4024,3,Dan Ige,Mirsad Bektic,1,1,Joshua Ferraro,28 - 29,Patrick Patlan,29 - 28,Marcos Rosales,28 - 29,0,43,88,64,117,1,2,54,2020-02-08 00:00:00,0,29 - 28,28 - 29,29 - 28,0,17,60,29,74,3,10,393,0,26,28,35,43,-2,-8,-339
2020-02-22,33b2f68ef95252e0,3,Brad Riddell,Magomed Mustafaev,1,1,Howie Booth,29 - 28,Barry Foley,28 - 29,Luke Hill,29 - 28,1,38,72,60,97,1,1,122,2020-02-22 00:00:00,0,28 - 29,29 - 28,28 - 29,0,28,46,36,56,8,11,423,1,10,26,24,41,-7,-10,-301
2020-02-22,33b2f68ef95252e0,5,Dan Hooker,Paul Felder,1,1,Barry Foley,48 - 47,Howard Hughes,47 - 48,David Lethaby,47 - 48,0,122,221,133,234,1,5,305,2020-02-22 00:00:00,0,47 - 48,48 - 47,48 - 47,0,110,230,119,243,0,1,3,0,12,-9,14,-9,1,4,302
2020-03-07,0b5b6876c2a4723f,3,Alex Oliveira,Max Griffin,1,1,Sal D'Amato,28 - 29,Dave Hagen,29 - 28,Chris Lee,28 - 29,0,40,77,61,98,1,5,210,2020-03-07 00:00:00,0,29 - 28,28 - 29,29 - 28,0,23,50,62,96,2,3,333,0,17,27,-1,2,-1,2,-123
2020-03-07,0b5b6876c2a4723f,5,Joanna Jedrzejczyk,Zhang Weili,0,1,Michael Bell,48 - 47,Derek Cleary,47 - 48,Eric Colon,48 - 47,0,186,360,196,370,0,0,60,2020-03-07 00:00:00,1,47 - 48,48 - 47,47 - 48,0,165,408,170,413,1,8,74,0,-21,48,-26,43,1,8,14
2020-03-07,0b5b6876c2a4723f,3,Giga Chikadze,Jamall Emmers,1,1,Eric Colon,29 - 28,Junichiro Kamijo,28 - 29,Tony Weeks,28 - 29,0,38,122,40,125,0,0,20,2020-03-07 00:00:00,0,28 - 29,29 - 28,29 - 28,0,54,127,57,130,2,6,123,0,-16,-5,-17,-5,-2,-6,-103
2020-05-09,898337ef520fe4d3,3,Aleksei Oleinik,Fabricio Werdum,1,1,Derek Cleary,29 - 28,Chris Lee,28 - 29,Barry Luxenberg,28 - 29,0,94,183,149,241,0,0,233,2020-05-09 00:00:00,0,28 - 29,29 - 28,29 - 28,0,53,83,70,101,3,7,235,0,41,100,79,140,-3,-7,-2
2020-05-09,898337ef520fe4d3,3,Carla Esparza,Michelle Waterson,1,1,Sal D'Amato,30 - 27,Howard Reichbach,28 - 29,Dave Tirelli,27 - 30,0,45,103,48,106,1,10,46,2020-05-09 00:00:00,0,27 - 30,29 - 28,30 - 27,0,44,98,44,98,0,0,0,0,1,5,4,8,1,10,46
2020-05-09,898337ef520fe4d3,3,Ryan Spann,Sam Alvey,1,1,Sal D'Amato,28 - 29,Chris Lee,28 - 29,Dave Tirelli,29 - 28,0,51,115,52,116,2,7,181,2020-05-09 00:00:00,0,29 - 28,29 - 28,28 - 29,0,57,108,103,156,0,0,29,0,-6,7,-51,-40,2,7,152
2020-05-13,5f8e00c27b7e7410,3,Ray Borg,Ricky Simon,0,1,Derek Cleary,29 - 28,Sal D'Amato,28 - 29,Dave Tirelli,29 - 28,0,47,91,53,98,0,2,30,2020-05-13 00:00:00,1,28 - 29,29 - 28,28 - 29,0,67,144,93,170,7,11,323,0,20,53,40,72,7,9,293
2020-05-13,5f8e00c27b7e7410,3,Ben Rothwell,Ovince Saint Preux,1,1,Derek Cleary,28 - 29,Sal D'Amato,28 - 29,Dave Tirelli,29 - 28,0,56,110,86,142,1,3,349,2020-05-13 00:00:00,0,29 - 28,29 - 28,28 - 29,1,42,82,46,87,0,0,22,-1,14,28,40,55,1,3,327
2020-05-16,dfb965c9824425db,3,Angela Hill,Claudia Gadelha,0,1,Sal D'Amato,29 - 28,Chris Lee,29 - 28,Dave Tirelli,28 - 29,1,90,176,93,179,0,0,37,2020-05-16 00:00:00,1,28 - 29,28 - 29,29 - 28,0,84,210,92,218,1,4,167,-1,-6,34,-1,39,1,4,130
2020-05-16,dfb965c9824425db,3,Dan Ige,Edson Barboza,1,1,Derek Cleary,28 - 29,Sal D'Amato,28 - 29,Troy Wincapaw,29 - 28,0,79,164,100,189,1,4,126,2020-05-16 00:00:00,0,29 - 28,29 - 28,28 - 29,1,80,144,87,152,0,0,115,-1,-1,20,13,37,1,4,11
2020-05-30,14b9e0f2679a2205,3,Augusto Sakai,Blagoy Ivanov,1,1,Michael Bell,27 - 30,Junichiro Kamijo,29 - 28,Ron McCarthy,29 - 28,0,78,161,89,174,0,0,106,2020-05-30 00:00:00,0,30 - 27,28 - 29,28 - 29,0,66,125,71,130,1,3,68,0,12,36,18,44,-1,-3,38
2020-10-17,d4f364dd076bb0e2,3,Guram Kutateladze,Mateusz Gamrot,1,1,David Lethaby,28 - 29,Darryl Ransom,29 - 28,Victor Wolf,28 - 29,1,37,86,43,93,0,1,1,2020-10-17 00:00:00,0,29 - 28,28 - 29,29 - 28,0,52,126,69,151,5,16,209,1,-15,-40,-26,-58,-5,-15,-208
2020-11-14,3bc27ec15facbcf3,3,Geraldo de Freitas,Tony Gravely,0,1,Michael Bell,30 - 27,Sal D'Amato,28 - 29,Dave Hagen,29 - 28,0,76,128,108,165,1,4,2,2020-11-14 00:00:00,1,27 - 30,29 - 28,28 - 29,0,49,101,86,144,7,17,595,0,-27,-27,-22,-21,6,13,593
2020-11-14,3bc27ec15facbcf3,5,Paul Felder,Rafael Dos Anjos,0,1,Derek Cleary,47 - 48,Sal D'Amato,50 - 45,Chris Lee,50 - 45,0,98,190,134,226,1,2,100,2020-11-14 00:00:00,1,48 - 47,45 - 50,45 - 50,0,92,162,155,231,6,22,855,0,-6,-28,21,5,5,20,755
2020-12-05,398b440e73d55b8b,3,John Allan,Roman Dolidze,0,1,Michael Bell,29 - 28,Dave Hagen,27 - 30,Chris Lee,28 - 29,0,29,86,48,117,1,1,15,2020-12-05 00:00:00,1,28 - 29,30 - 27,29 - 28,0,51,109,118,205,3,5,436,0,22,23,70,88,2,4,421
2021-04-17,4a35913bd9aa4161,3,Jessica Penne,Loopy Godinez,1,1,Michael Bell,29 - 28,Derek Cleary,28 - 29,Rick Winter,28 - 29,0,31,87,98,158,1,7,270,2021-04-17 00:00:00,0,28 - 29,29 - 28,29 - 28,0,40,74,68,106,3,9,250,0,-9,13,30,52,-2,-2,20
